Location,Name,ID,,Health,,Phys Def | Dmg Neg,,Strike Def | Dmg Neg,,Slash Def | Dmg Neg,,Pierce Def | Dmg Neg,,Magic Def | Dmg Neg,,Fire Def | Dmg Neg,,Ltng Def | Dmg Neg,,Holy Def | Dmg Neg,,,Poison Resist,Rot Resist,Bleed Resist,Frost Resist,Sleep Resist,Madness Resist,Death Resist,,Bleed Dmg Taken,Frost Dmg Taken,Sleep Dmg Taken,Madness Dmg Taken,,Poise,,Part 1 Dmg Mult,Part 2 Dmg Mult,Part 3 Dmg Mult,Part 4 Dmg Mult,Part 5 Dmg Mult,Part 6 Dmg Mult,Part 7 Dmg Mult,Part 8 Dmg Mult,"""Weak Parts"" Dmg Mult"
Crumbling Farum Azula,Beast Clergyman [Boss],21100072,,10620,,120,35,120,35,120,35,120,35,120,40,120,40,120,40,120,80,,351,351,574,574,2277,Immune,Immune,,0.7,0.7,0.7,1,,80,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Braided Dog,41630072,,1063,,118,-10,118,-10,118,-40,118,-10,118,-20,118,-40,118,-20,118,-20,,188,188,188,251,188,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Crucible Knight (Greatsword),25000172,,5512,,118,35,118,35,118,35,118,35,118,40,118,20,118,20,118,40,,565,565,Immune,565,565,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Draconic Tree Sentinel,32500072,,13362,,118,10,118,10,118,35,118,10,118,20,118,40,118,40,118,20,,345,345,565,565,345,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Dragonlord Placidusax [Boss],45200072,,26651,,121,35,121,35,121,35,121,10,121,40,121,40,121,40,121,40,,1349,1349,1349,1349,Immune,Immune,Immune,,0.7,0.7,1,1,,160,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Godskin Apostle [Boss HP],35600972,,26350,,118,0,118,10,118,-10,118,0,118,20,118,40,118,20,118,40,,345,345,251,345,251,Immune,Immune,,0.7,0.7,0.7,1,,80,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Godskin Apostle [Boss],35600172,,6668,,118,0,118,10,118,-10,118,0,118,20,118,40,118,20,118,40,,345,345,251,345,251,Immune,Immune,,0.7,0.7,0.7,1,,80,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Godskin Noble [Boss],35700172,,8000,,118,0,118,35,118,-10,118,0,118,20,118,40,118,20,118,40,,345,345,251,345,251,Immune,Immune,,0.7,0.7,0.7,1,,80,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Incantation Teardrop Scarab,41914072,,1010,,118,10,118,10,118,35,118,35,118,40,118,40,118,40,118,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Iron Fist Alexander (Cracked),44909972,,2946,,118,10,118,-40,118,35,118,35,118,0,118,100,118,20,118,20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Large Braided Dog,41620072,,2218,,118,-10,118,-10,118,-40,118,-10,118,-20,118,-40,118,-20,118,-20,,188,188,188,251,188,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Lesser Wormface,45701072,,4075,,118,0,118,0,118,-10,118,0,118,0,118,0,118,0,118,40,,345,345,345,345,345,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,2
Crumbling Farum Azula,"Maliketh, The Black Blade [Boss]",21101072,,10620,,120,35,120,35,120,35,120,35,120,40,120,40,120,40,120,80,,351,351,574,574,2277,Immune,Immune,,0.7,0.7,0.7,1,,80,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Recusant Bernahl,543260072,,9146,,118,0,118,0,118,0,118,0,118,0,118,0,118,-25,118,0,,113,113,113,113,1133,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Skeleton (Curved Sword),35000172,,971,,118,0,118,-40,118,10,118,35,118,0,118,20,118,40,118,-40,,Immune,251,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,0,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Skeleton (Curved Sword),35001172,,971,,118,0,118,-40,118,10,118,35,118,0,118,20,118,40,118,-40,,Immune,251,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,0,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Skeleton (Curved Sword),35002172,,971,,118,0,118,-40,118,10,118,35,118,0,118,20,118,40,118,-40,,Immune,251,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,0,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Skeleton (Curved Sword),35003172,,971,,118,0,118,-40,118,10,118,35,118,0,118,20,118,40,118,-40,,Immune,251,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,35,,0,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Skeleton (Curved Sword),35004172,,971,,118,0,118,-40,118,10,118,35,118,0,118,20,118,40,118,-40,,Immune,251,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,35,,0,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Undead Azula Beastman,30610072,,4403,,118,0,118,-40,118,10,118,35,118,0,118,0,118,40,118,-20,,Immune,251,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,55,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Undead Azula Beastman,30611072,,4023,,118,0,118,-40,118,10,118,35,118,0,118,0,118,40,118,-20,,Immune,251,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,55,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Warhawk,42102072,,1017,,118,-10,118,-10,118,-40,118,-10,118,-20,118,-40,118,-20,118,-20,,188,188,188,251,188,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Crumbling Farum Azula,Wormface,45801072,,10415,,118,0,118,0,118,-10,118,0,118,0,118,0,118,0,118,40,,345,345,345,345,345,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,2
Deathtouched Catacombs,Black Knife Assassin [Boss],21001010,,1668,,101,10,101,10,101,10,101,35,101,20,101,20,101,20,101,40,,Immune,Immune,Immune,310,Immune,Immune,Immune,,1,0.7,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Deathtouched Catacombs,Skeleton (Scimitar),35100010,,320,,101,0,101,-40,101,10,101,35,101,0,101,20,101,40,101,-40,,Immune,226,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deathtouched Catacombs,Skeleton (Scimitar),35100110,,320,,101,0,101,-40,101,10,101,35,101,0,101,20,101,40,101,-40,,Immune,226,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deathtouched Catacombs,Skeleton (Scimitar),35102010,,320,,101,0,101,-40,101,10,101,35,101,0,101,20,101,40,101,-40,,Immune,226,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Ash Teardrop Scarab,41912066,,635,,114,10,114,10,114,35,114,35,114,40,114,40,114,40,114,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Basilisk,41500066,,1394,,114,-10,114,-10,114,-40,114,-10,114,-20,114,-20,114,-20,114,-20,,184,184,138,138,138,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Crucible Knight Sirulia [Boss],25001066,,4606,,117,35,117,35,117,35,117,35,117,40,117,20,117,20,117,40,,561,561,Immune,561,561,Immune,Immune,,1,0.7,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,"D, Hunter of the Dead",523190066,,5802,,114,0,114,0,114,0,114,0,114,0,114,0,114,-25,114,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Erdtree Avatar,48100066,,7198,,114,10,114,0,114,10,114,10,114,20,114,-40,114,20,114,40,,337,337,Immune,245,Immune,Immune,Immune,,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,"Fia, Deathbed Companion",523220066,,5802,,114,0,114,0,114,0,114,0,114,0,114,0,114,-25,114,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,"Fia, Deathbed Companion",523220166,,5802,,114,0,114,0,114,0,114,0,114,0,114,0,114,-25,114,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,"Fia, Deathbed Companion",523220266,,5802,,114,0,114,0,114,0,114,0,114,0,114,0,114,-25,114,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,"Fia, Deathbed Companion",523220366,,5802,,114,0,114,0,114,0,114,0,114,0,114,0,114,-25,114,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Fia's Champion [Boss],523610066,,1551,,100,0,100,0,100,0,100,0,100,0,100,0,100,-25,100,0,,100,100,100,100,999,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Finger Reader Crone,21601066,,3720,,114,0,114,0,114,0,114,0,114,0,114,-20,114,0,114,0,,245,245,245,245,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Giant Ant,42800066,,808,,114,10,114,10,114,35,114,10,114,0,114,-20,114,0,114,0,,552,552,337,184,138,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Giant Ant,42800166,,808,,114,10,114,10,114,35,114,10,114,0,114,-20,114,0,114,0,,552,552,337,184,138,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Giant Ant,42800366,,808,,114,10,114,10,114,35,114,10,114,0,114,-20,114,0,114,0,,552,552,337,184,138,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,10
Deeproot Depths,Giant Ant,42800466,,808,,114,10,114,10,114,35,114,10,114,0,114,-20,114,0,114,0,,552,552,337,184,138,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Giant Ant,42800566,,808,,114,10,114,10,114,35,114,10,114,0,114,-20,114,0,114,0,,552,552,337,184,138,Immune,Immune,,1,1,1,1,,40,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Giant Ant (Sac),42810066,,1348,,114,10,114,10,114,10,114,10,114,0,114,0,114,-42,114,0,,184,184,184,184,184,Immune,Immune,,1,1,1,1,,65,,0.2,1,1,1,1,1,1,1,1.5
Deeproot Depths,Lichdragon Fortissax [Boss],45110066,,12903,,114,35,114,35,114,35,114,10,114,40,114,40,114,80,114,80,,552,552,552,552,Immune,Immune,Immune,,0.7,0.7,1,1,,140,,2,1,1,1,1,1,1,1,2
Deeproot Depths,Lionel the Lionhearted,523290066,,5802,,114,0,114,0,114,0,114,0,114,0,114,0,114,-25,114,0,,110,110,110,110,1104,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Knight,43550066,,2376,,114,10,114,10,114,35,114,0,114,20,114,20,114,0,114,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Knight,43551166,,2376,,114,10,114,10,114,35,114,0,114,20,114,20,114,0,114,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Knight,43552066,,2376,,114,10,114,10,114,35,114,0,114,20,114,20,114,0,114,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Knight's Horse,43650066,,1848,,114,0,114,0,114,-10,114,0,114,0,114,0,114,0,114,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Soldier,43150066,,792,,114,0,114,0,114,10,114,-10,114,0,114,0,114,-20,114,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Soldier,43150366,,792,,114,0,114,0,114,10,114,-10,114,0,114,0,114,-20,114,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Soldier,43151066,,792,,114,0,114,0,114,10,114,-10,114,0,114,0,114,-20,114,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Soldier,43151366,,792,,114,0,114,0,114,10,114,-10,114,0,114,0,114,-20,114,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Soldier,43152066,,792,,114,0,114,0,114,10,114,-10,114,0,114,0,114,-20,114,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Mausoleum Soldier,43153066,,792,,114,0,114,0,114,10,114,-10,114,0,114,0,114,-20,114,-20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Runebear,46300066,,10663,,114,0,114,0,114,-10,114,0,114,0,114,-20,114,0,114,0,,337,337,552,552,184,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Runebear,46300766,,10663,,114,0,114,0,114,-10,114,0,114,0,114,-20,114,0,114,0,,337,337,552,552,184,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Sorcerer Rogier,523250066,,5802,,114,0,114,0,114,0,114,0,114,0,114,0,114,-25,114,0,,110,110,110,110,1104,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Stone Teardrop Scarab,41915066,,635,,114,10,114,10,114,35,114,35,114,40,114,40,114,40,114,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Deeproot Depths,Valiant Gargoyle,47702066,,1072,,114,10,114,0,114,35,114,35,114,20,114,40,114,40,114,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,20,,1.5,1,1,1,1,1,1,1,1.5
Deeproot Depths,Walking Mausoleum,44500066,,0,,114,100,114,100,114,100,114,100,114,100,114,100,114,100,114,100,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Caelid,Godskin Apostle [Boss],35600042,,13596,,120,0,120,10,120,-10,120,0,120,20,120,40,120,20,120,40,,351,351,255,351,255,Immune,Immune,,0.7,0.7,0.7,1,,80,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Caelid,Godskin Monk,39011042,,3972,,120,0,120,0,120,10,120,0,120,0,120,40,120,20,120,20,,351,351,255,351,255,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Caelid,Radahn Soldier,43142242,,1284,,120,0,120,0,120,10,120,-10,120,0,120,20,120,-20,120,0,,255,255,255,255,255,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Caelid,Radahn Soldier,43143242,,1284,,120,0,120,0,120,10,120,-10,120,0,120,20,120,-20,120,0,,255,255,255,255,255,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Fell Twin (Axe) [Boss],21403150,,6539,,115,0,115,0,115,-10,115,0,115,0,115,0,115,0,115,20,,247,247,247,247,247,Immune,Immune,,0.7,0.7,0.7,1,,65,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Fell Twin (Curved Sword) [Boss],21403050,,7871,,115,0,115,0,115,-10,115,0,115,0,115,0,115,0,115,20,,247,247,247,247,247,Immune,Immune,,0.7,0.7,0.7,1,,65,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Leyndell Foot Soldier,43734050,,527,,115,0,115,0,115,0,115,-10,115,0,115,0,115,20,115,0,,139,139,185,185,185,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Leyndell Foot Soldier,43737050,,712,,115,0,115,0,115,0,115,-10,115,0,115,0,115,20,115,0,,139,139,185,185,185,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Leyndell Knight,43531150,,2790,,115,10,115,10,115,35,115,0,115,20,115,20,115,40,115,20,,247,247,340,340,247,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Leyndell Knight,43532050,,2790,,115,10,115,10,115,35,115,0,115,20,115,20,115,40,115,20,,247,247,340,340,247,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Leyndell Knight's Horse,43630050,,2170,,115,0,115,0,115,-10,115,0,115,0,115,0,115,20,115,20,,247,247,247,247,247,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Leyndell Soldier,43130150,,930,,115,0,115,0,115,10,115,-10,115,0,115,0,115,0,115,20,,185,185,247,247,247,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Stone Huge Teardrop Scarab,41925050,,1312,,115,10,115,10,115,35,115,35,115,40,115,40,115,40,115,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Divine Tower of East Altus,Stone Teardrop Scarab,41915150,,745,,115,10,115,10,115,35,115,35,115,40,115,40,115,40,115,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Limgrave,Golem,46600010,,5974,,101,10,101,0,101,10,101,10,101,20,101,40,101,40,101,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,120,,1,1,1,1,1,1,1,1,2.5
Divine Tower of Limgrave,Golem,46601010,,2786,,101,10,101,0,101,10,101,10,101,20,101,40,101,40,101,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,120,,1,1,1,1,1,1,1,1,2.5
Divine Tower of Limgrave,Hawk,60010010,,27,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Limgrave,Warhawk,42102010,,176,,101,-10,101,-10,101,-40,101,-10,101,-20,101,-40,101,-20,101,-20,,169,169,169,226,169,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Liurnia,Godskin Noble,35700028,,9031,,113,0,113,35,113,-10,113,0,113,20,113,40,113,20,113,40,,334,334,243,334,243,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Liurnia,Preceptor Miriam,523520028,,4559,,111,0,111,0,111,0,111,0,111,0,111,0,111,-25,111,0,,108,108,108,108,1085,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Liurnia,Preceptor Miriam,523521028,,4559,,111,0,111,0,111,0,111,0,111,0,111,0,111,-25,111,0,,108,108,108,108,1085,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Liurnia,Rat,40800028,,599,,113,-10,113,-10,113,-40,113,-10,113,-20,113,-40,113,-20,113,-20,,334,334,182,243,182,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Liurnia,Raya Lucaria Soldier,43120028,,710,,113,0,113,0,113,10,113,-10,113,20,113,0,113,-20,113,0,,Immune,Immune,Immune,Immune,243,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Liurnia,Raya Lucaria Soldier,43123028,,710,,113,0,113,0,113,10,113,-10,113,20,113,0,113,-20,113,0,,Immune,Immune,Immune,Immune,243,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Liurnia,Small Fingercreeper,42500028,,388,,113,-10,113,-10,113,-40,113,-10,113,0,113,0,113,0,113,0,,243,243,182,243,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Liurnia,Wandering Noble,43001528,,314,,113,-10,113,-10,113,-10,113,-10,113,-20,113,-20,113,-20,113,0,,Immune,Immune,Immune,Immune,182,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of Liurnia,Wandering Noble (Ghost),43009220,,192,,107,-10,107,-10,107,-10,107,-10,107,-20,107,-20,107,-20,107,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of West Altus,Abductor Virgin (Wheel),44701033,,4608,,111,10,111,0,111,10,111,10,111,0,111,20,111,-20,111,20,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,2
Divine Tower of West Altus,Lookout Stone,44301033,,565,,111,35,111,10,111,35,111,35,111,40,111,40,111,40,111,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,2
Divine Tower of West Altus,Onyx Lord [Boss],36001933,,4907,,111,10,111,10,111,10,111,10,111,20,111,20,111,20,111,20,,332,332,332,Immune,241,Immune,Immune,,0.7,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Divine Tower of West Altus,Tunnel Miner,43826033,,302,,111,80,111,35,111,80,111,80,111,20,111,40,111,40,111,20,,543,332,332,332,241,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Divine Tower of West Altus,Tunnel Miner,43828033,,302,,111,80,111,35,111,80,111,80,111,20,111,40,111,40,111,20,,543,332,332,332,241,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Divine Tower of West Altus,Vulgar Militia,43210033,,497,,111,0,111,0,111,0,111,-10,111,0,111,0,111,-20,111,0,,Immune,181,241,181,241,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Divine Tower of West Altus,Vulgar Militia,43212033,,497,,111,0,111,0,111,0,111,-10,111,0,111,0,111,-20,111,0,,Immune,181,241,181,241,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Dragonbarrow Cave,Beastman of Farum Azula (Cleaver) [Boss],39701942,,8306,,120,0,120,0,120,-10,120,0,120,0,120,-20,120,20,120,0,,255,255,351,351,191,Immune,Immune,,0.7,0.7,0.7,1,,65,,1,1,1,1,1,1,1,1,1.5
Dragonbarrow Cave,Beastman of Farum Azula (Throwing Knife) [Boss],39702942,,3344,,120,0,120,0,120,-10,120,0,120,0,120,-20,120,20,120,0,,255,255,351,351,191,Immune,Immune,,0.7,0.7,0.7,1,,30,,1,1,1,1,1,1,1,1,1.5
Dragonbarrow Cave,Deer,60100042,,55,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Dragonbarrow Cave,Grey Wolf,40700042,,521,,120,-10,120,-10,120,-40,120,-10,120,-20,120,-40,120,-20,120,-20,,191,191,191,351,191,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Dragonbarrow Cave,Springhare,61000042,,27,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Dragonbarrow Cave,Runebear,46300342,,17288,,120,0,120,0,120,-10,120,0,120,0,120,-20,120,0,120,0,,351,351,574,574,191,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Dragonbarrow Cave,White Wolf,40710042,,2735,,120,-10,120,-10,120,-40,120,-10,120,-20,120,-40,120,-20,120,-20,,191,191,191,351,191,Immune,Immune,,1,1,1,1,,50,,1,1,1,1,1,1,1,1,1.5
Earthbore Cave,Giant Rat,40900012,,712,,102,-10,102,-10,102,-40,102,-10,102,-20,102,-40,102,-20,102,-20,,313,313,170,227,170,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Earthbore Cave,Rat,40800012,,207,,102,-10,102,-10,102,-40,102,-10,102,-20,102,-40,102,-20,102,-20,,313,313,170,227,170,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Earthbore Cave,Runebear [Boss],46300912,,3311,,102,0,102,0,102,-10,102,0,102,30,102,-20,102,0,102,0,,313,313,512,512,170,Immune,Immune,,0.7,0.7,0.7,1,,80,,1,1,1,1,1,1,1,1,1.5
East Limgrave,Horse,40600010,,423,,101,0,101,0,101,-10,101,0,101,0,101,0,101,0,101,0,,226,226,226,226,226,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
East Limgrave,Kaiden Sellsword,40500010,,555,,101,0,101,0,101,0,101,0,101,0,101,0,101,-20,101,0,,226,226,226,310,226,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
East Limgrave,Soldier of Godrick,43110010,,219,,101,0,101,0,101,10,101,-10,101,0,101,0,101,-20,101,0,,169,169,226,226,226,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
East Limgrave,Troll Knight,46001010,,1803,,101,0,101,0,101,-10,101,0,101,0,101,0,101,0,101,0,,226,226,226,310,40,Immune,Immune,,1,1,1,1,,45,,1,1,1,1,1,1,1,1,2
East Limgrave,Wandering Noble,43000110,,96,,101,-10,101,-10,101,-10,101,-10,101,-20,101,-20,101,-20,101,0,,127,127,169,169,169,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
East Limgrave,Wandering Noble,43000210,,96,,101,-10,101,-10,101,-10,101,-10,101,-20,101,-20,101,-20,101,0,,127,127,169,169,169,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
East Limgrave,Wandering Noble,43001010,,96,,101,-10,101,-10,101,-10,101,-10,101,-20,101,-20,101,-20,101,0,,127,127,169,169,169,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
